,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
52464,40261248,Lovely flat in a prime Chelsea location,26107267,Paola,,Kensington and Chelsea,51.48817,-0.16877,Entire home/apt,100,7,1,1/4/2020,0.05,4,0,0,
52740,40399101,Bright & comfortable 2 bed apt in Stoke Newington,21875682,Aoife,,Hackney,51.56401,-0.07203,Entire home/apt,100,3,0,,,1,0,0,
52876,40467508,Ovingtong Sq Zone1,276832905,Jessie,,Kensington and Chelsea,51.4967,-0.16587,Private room,100,1,0,,,1,89,0,
53016,40548767,Family 3 bed flat with free parking,9046786,Clemence,,Hackney,51.56405,-0.05858,Entire home/apt,100,3,1,2/11/2020,0.05,7,0,0,
53673,40946103,Lovely flat on cute street London Fields Hackney,124609550,Filip,,Hackney,51.5446,-0.05986,Entire home/apt,100,3,0,,,1,0,0,
53837,41056035,Stunning one bedroom to rent in hackney wick,22657111,Samantha,,Hackney,51.54325,-0.02719,Entire home/apt,100,1,0,,,1,0,0,
53876,41078479,City Oasis,321206858,Mary,,Hackney,51.55207,-0.03821,Private room,100,1,0,,,1,39,0,
52685,40372923,"Exquisite 1 Bed Flat, North Kensington W10",22338949,Kathryn,,Kensington and Chelsea,51.5191,-0.22531,Entire home/apt,100,2,2,3/1/2020,0.1,1,0,0,
57256,43403703,"Hyde Park Luxurious Hotel, Faboulas Triple Room",345760385,Nikunjkumar,,Kensington and Chelsea,51.50051,-0.183,Private room,100,365,0,,,23,180,0,
57257,43403707,"Hyde Park Luxurious Hotel, Faboulas Triple Room",345760385,Nikunjkumar,,Kensington and Chelsea,51.50044,-0.18231,Private room,100,365,0,,,23,180,0,
57399,43555053,Luxury apartment in the heart of Notting Hill,256792075,Keto,,Kensington and Chelsea,51.51409,-0.19826,Entire home/apt,100,10,0,,,1,358,0,
65925,50183324,Gorgeous Flat off Ladbroke Grove,139873926,Molly,,Kensington and Chelsea,51.516,-0.21108,Entire home/apt,100,5,0,,,1,35,0,
66603,50457973,fantastic two bedroom flat in Kensington,112868447,Alexandra,,Kensington and Chelsea,51.49212,-0.19416,Entire home/apt,100,28,2,7/24/2021,1.13,29,0,2,
66754,50536294,Bright en-suite room in East London,14443369,Haley,,Hackney,51.55085,-0.04084,Private room,100,1,0,,,1,365,0,
67235,50725641,Discount | Cosy 1 bedroom flat in lovely South Ken,366264436,Margot,,Kensington and Chelsea,51.49094,-0.17867,Entire home/apt,100,3,0,,,2,0,0,
67980,51077795,"Amazing Location, on Hackney downs 1 Bed apartment",22768651,Jai,,Hackney,51.55322,-0.0679,Entire home/apt,100,2,1,9/4/2021,1.0,1,294,1,
68429,51241849,"Stylish apartment on King’s Road, Chelsea.",26750511,Shopna,,Kensington and Chelsea,51.48104,-0.1806,Entire home/apt,100,3,0,,,1,291,0,
65692,50062502,"Studio Apartment in Earl's Court, Kensington",1967808,Izabela,,Kensington and Chelsea,51.49216,-0.18875,Entire home/apt,100,5,3,8/21/2021,1.25,21,78,3,
68917,51426205,Stunning Victorian Conversion Lower Clapton,29501716,Lucy,,Hackney,51.55281,-0.05892,Entire home/apt,100,3,0,,,1,144,0,
69464,51646795,Modern 1 bedroom flat in Chelsea,411900141,Debra,,Kensington and Chelsea,51.49111602,-0.163966829,Entire home/apt,100,3,1,8/23/2021,1.0,1,21,1,
69691,51740220,"Vibrant 1 bed flat w/balcony, sleeps 4, Old Street",372750863,James,,Hackney,51.53003807,-0.092826249,Entire home/apt,100,2,0,,,45,0,0,
70020,51881936,"NEW Modern, Bright Studio Flat",1967808,Izabela,,Kensington and Chelsea,51.49217219,-0.190767905,Entire home/apt,100,3,0,,,21,58,0,
70049,51901689,"2-bd, Family Apt, Children Allowed, Self Check-in!",337450238,Courtney,,Hackney,51.53059356,-0.074229513,Entire home/apt,100,2,0,,,2,26,0,
70243,52016421,Lovely open plan flat overlooking broadway market,420922077,Alice,,Hackney,51.53567,-0.06282,Entire home/apt,100,7,0,,,1,36,0,
70468,52110622,Spacious Studio Apartments,406524410,Roland House,,Kensington and Chelsea,51.49000407,-0.179803396,Entire home/apt,100,1,0,,,93,325,0,
69342,51600408,Modern contemporary 2bedroom Hackney Flat,63517223,Jeremy,,Hackney,51.5495,-0.05121,Entire home/apt,100,4,0,,,1,46,0,
50079,38738074,A wonderful flat in the heart of Broadway Market,9301589,Valeria,,Hackney,51.53566,-0.06287,Entire home/apt,100,2,29,1/16/2020,1.34,1,9,0,
65684,50057099,Lovely 1 bed flat in Hackney,18131272,Ruth,,Hackney,51.54996,-0.04402,Entire home/apt,100,1,5,8/30/2021,1.79,1,338,5,
65322,49854508,Funky Apartment in Artistic London Fields,169771680,Otto,,Hackney,51.53937,-0.05784,Entire home/apt,100,10,5,8/24/2021,2.5,2,0,5,
57672,43869201,Large Townhouse with big garden in London,119606391,Anna,,Hackney,51.54431,-0.06872,Entire home/apt,100,1,0,,,1,0,0,
57867,44024421,Clean & cozy ensuite double bedroom in luxury area,89830451,Andrea,,Kensington and Chelsea,51.49617,-0.18955,Private room,100,2,0,,,1,0,0,
58253,44248219,Light and spacious flat near Portobello Road,356583875,Ben,,Kensington and Chelsea,51.52253,-0.22042,Entire home/apt,100,4,0,,,1,133,0,
59277,45140564,Entire flat - 1 cosy bedroom flat in **Chelsea**,23117732,Alexandra Riana,,Kensington and Chelsea,51.47876,-0.17981,Entire home/apt,100,2,1,9/24/2020,0.08,1,33,1,
59373,45202070,One bedroom flat in the heart of Chelsea,103859430,Lana,,Kensington and Chelsea,51.49298,-0.16846,Entire home/apt,100,4,7,12/6/2020,0.57,1,0,6,
59713,45428157,Stunning apartment with Garden in Hackney,3535169,Rose,,Hackney,51.54256,-0.04539,Entire home/apt,100,2,11,4/16/2021,1.56,1,248,11,
65629,50023130,Cazenove Road 2 bed spacious flat fully furnished,7562689,Aaron,,Hackney,51.56484,-0.06081,Entire home/apt,100,3,0,,,1,365,0,
59725,45429532,Classic Gloucester Road Flat,25694276,Ursula,,Kensington and Chelsea,51.49572,-0.18396,Entire home/apt,100,3,0,,,1,0,0,
61077,46365952,Large period 2 bed flat with balcony and garden,5948129,Helen,,Hackney,51.55835,-0.05564,Entire home/apt,100,7,0,,,2,72,0,
61913,47063048,Beautiful 1BR Garden Flat In Hackney,221541352,My Property Host,,Hackney,51.55215,-0.07972,Entire home/apt,100,3,1,1/3/2021,0.12,1,21,1,
63804,48949276,NEW! Stylish & luxury studio in prime area,228928499,Beatrix,,Kensington and Chelsea,51.49141,-0.17469,Entire home/apt,100,4,1,8/13/2021,1.0,121,33,1,
64801,49585513,COLOURFUL+SUNNY 2 BED WITH TERRACE,21612297,Noor,,Hackney,51.5547,-0.083,Entire home/apt,100,5,1,6/12/2021,0.33,1,25,1,
65102,49741182,NEW Sleek &  Modern Studio in the Heart of Chelsea,28820321,Veronica,,Kensington and Chelsea,51.492699,-0.167176,Entire home/apt,100,2,7,7/31/2021,2.44,248,310,7,
65108,49744621,Brand New Studio Apartment,1967808,Izabela,,Kensington and Chelsea,51.49201,-0.19111,Entire home/apt,100,3,0,,,21,74,0,
60647,45980580,Masterbedroom in Cosy Mews,90557591,Sam,,Kensington and Chelsea,51.49337,-0.17827,Private room,100,1,0,,,1,365,0,
30892,23873967,Beautiful 1 bed flat in the heart of Kensington,10524185,Charlie,,Kensington and Chelsea,51.49473,-0.19101,Entire home/apt,100,10,8,5/4/2018,0.19,1,0,0,
49951,38633355,Your home from home 8 minuets walk from Old Street,3135841,Donovan,,Hackney,51.53273,-0.08859,Entire home/apt,100,1,31,9/5/2021,1.92,3,340,28,
49551,38341020,Trendy 1 bed flat in Stamford Hill/Stoke Newington,291755219,Berkan,,Hackney,51.57053,-0.06802,Entire home/apt,100,2,8,11/10/2019,0.35,1,0,0,
38224,29723907,"Fantastic location, great 1BD flat near Shoreditch",223626584,Catherine,,Hackney,51.52929,-0.09402,Entire home/apt,100,3,5,11/18/2019,0.18,1,296,0,
38132,29649371,Large Notting Hill 2BR near Portobello Rd,2165973,Emily & Kirsty,,Kensington and Chelsea,51.52036,-0.20423,Entire home/apt,100,3,15,12/30/2019,0.46,1,0,0,
37024,28729947,Gorgeous three bedroom garden flat,72830880,Tarik,,Hackney,51.55895,-0.05316,Entire home/apt,100,2,16,2/28/2019,0.47,2,0,0,
36747,28480757,"Private Room in Luxurious Kings Road Flat, Chelsea",12917761,Laura,,Kensington and Chelsea,51.49068,-0.1598,Private room,100,2,4,4/29/2021,0.13,1,0,1,
36686,28436335,3 Bedroom Apartment on Famous Kings Road,194906497,Charles,,Kensington and Chelsea,51.48509,-0.1767,Entire home/apt,100,4,23,10/6/2019,0.64,2,0,2,
36549,28306396,Artist Residence East London,5702883,Gillian,,Hackney,51.55775,-0.05519,Entire home/apt,100,2,27,3/31/2021,0.76,2,262,2,
36548,28306229,Immaculate Modern Shoreditch Warehouse Conversion,22484456,Fred,,Hackney,51.53603,-0.07549,Entire home/apt,100,7,1,9/28/2018,0.03,1,0,0,
36518,28275647,Charming apartment at Regent's Canal,96951123,Jérémy,,Hackney,51.53557,-0.0716,Entire home/apt,100,2,1,10/31/2018,0.03,1,0,0,
36010,27821500,Stylish 1 Bed Apartment in Hoxton,24130459,Ian,,Hackney,51.52925,-0.08933,Entire home/apt,100,2,12,8/23/2019,0.36,1,0,0,
35552,27525838,Florist's Home on Notting Hill &Portobello Market,46933606,花艺师Michelle,,Kensington and Chelsea,51.52125,-0.20979,Private room,100,100,33,10/11/2018,0.89,1,0,0,
35541,27523623,Shoreditch Park Apartment,11336125,Delia,,Hackney,51.53737,-0.08349,Entire home/apt,100,5,0,,,1,0,0,
35223,27334922,Beautiful London Fields flat,24729612,Anna,,Hackney,51.54118,-0.06676,Entire home/apt,100,2,9,11/25/2018,0.25,1,0,0,
34965,27155380,Stylish 1Bed Flat w/Balcony 13mins to Shoreditch,523784,James,,Hackney,51.54408,-0.07382,Entire home/apt,100,2,2,10/4/2018,0.06,1,0,0,
34835,27050617,Cosy and Peaceful Basement Flat near Victoria Park,30906382,Geo,,Hackney,51.54024,-0.05096,Entire home/apt,100,2,1,8/15/2018,0.03,1,0,0,
34302,26595197,Bright airy 1 bedroom Apartment in central London,58969529,Jasmine,,Kensington and Chelsea,51.48612,-0.17924,Entire home/apt,100,2,4,10/4/2018,0.1,1,0,0,
34069,26408449,Newly Decorated Kings Road 3 Bedroom,194906497,Charles,,Kensington and Chelsea,51.48366,-0.17512,Entire home/apt,100,4,27,7/13/2021,0.88,2,0,3,
34044,26389255,"Church Street, N16",9634091,Rachel,,Hackney,51.56015,-0.08639,Entire home/apt,100,3,7,1/4/2019,0.2,1,0,0,
31059,23992506,Appartement au cœur de Londres,153153502,Margaux,,Hackney,51.53235,-0.09519,Entire home/apt,100,2,0,,,1,0,0,
31692,24507428,Jack's place - Luxury Industrial style 1 bed flat,13317717,Jack,,Hackney,51.54869,-0.07477,Entire home/apt,100,1,43,2/22/2020,1.06,1,222,6,
31850,24635731,Contemporary Stylish London Patio Flat in Chelsea,186118500,Gail,,Kensington and Chelsea,51.48584,-0.18935,Entire home/apt,100,1,57,7/14/2019,2.58,1,0,0,
32437,25066473,Notting Hill Garden Flat Oasis nr Portobello,164112449,Kathy,,Kensington and Chelsea,51.5198,-0.21635,Entire home/apt,100,3,30,6/30/2019,0.85,1,0,0,
32485,25096322,Spacious modern 2 bed/2 bath with stunning views,472379,Leanne,,Hackney,51.5494,-0.07564,Entire home/apt,100,5,11,8/26/2018,0.28,1,0,0,
32586,25173748,Upscale 2 Bed In The Luxurious Borough of Chelsea,189556142,Rory,,Kensington and Chelsea,51.48262,-0.18699,Entire home/apt,100,2,12,9/23/2018,0.3,1,0,0,
38551,29957674,Cosy Family Home,29817374,Alessandra,,Hackney,51.55147,-0.03674,Entire home/apt,100,3,2,8/16/2019,0.06,1,160,0,
32721,25274548,Wonderland in Chelsea,7701415,A,,Kensington and Chelsea,51.48981,-0.16565,Private room,100,4,3,7/15/2018,0.08,1,0,0,
32872,25378327,One Bedroom Flat on the Broadway Market,118204466,André,,Hackney,51.53664,-0.06074,Entire home/apt,100,2,1,7/16/2018,0.03,1,0,0,
33083,25574920,Large one bedroom apartment in Kensington,7875561,Asli,,Kensington and Chelsea,51.49381,-0.19184,Entire home/apt,100,3,17,6/20/2021,0.5,1,0,5,
33343,25885716,Boho meets traditional in hip Hackney Wick,28988740,Catherine,,Hackney,51.54593,-0.02972,Entire home/apt,100,4,10,6/2/2019,0.27,1,0,0,
33459,25974978,Hackney Central double bed flat with garden.,74013121,Kate-Marie,,Hackney,51.54487,-0.05157,Entire home/apt,100,2,31,2/2/2019,0.82,1,81,4,
33703,26149413,Lovely 3 Bedroom Family Home in Hackney,65064501,Rosalind,,Hackney,51.54936,-0.03514,Entire home/apt,100,3,25,8/21/2019,0.83,1,0,6,
33720,26155784,Cosy 2 Bedroom Apartment in Dalston,60441360,Arlan,,Hackney,51.54769,-0.06427,Entire home/apt,100,2,1,8/15/2018,0.03,1,0,0,
32841,25361958,Cosy Studio in Kensington,31779795,Stefania,,Kensington and Chelsea,51.49513,-0.17987,Entire home/apt,100,2,0,,,1,0,0,
38843,30169167,"Stylish, light & spacious flat in LDN’s best area",88947577,Robin,,Hackney,51.54005,-0.04342,Entire home/apt,100,5,2,3/22/2020,0.08,3,0,0,
38927,30222691,Park view victorian apt! Great for kids & pets!,13972384,Stacy,,Hackney,51.54273,-0.05778,Entire home/apt,100,5,1,12/31/2018,0.03,1,0,0,
39053,30304678,Modern Spacious Garden Apartment Central Hackney,67341960,Neil And Louise,,Hackney,51.55048,-0.05563,Entire home/apt,100,3,61,3/6/2020,2.09,1,219,0,
44978,35194357,Beautiful bright large bedroom with en-suite,73960396,Mena,,Kensington and Chelsea,51.5024,-0.19244,Private room,100,1,1,7/27/2019,0.04,1,365,0,
45397,35511672,"2 bed flat close to Stamford Hill,Stoke Newington",77446666,Karolina,,Hackney,51.56686,-0.06476,Entire home/apt,100,1,16,10/27/2019,0.7,5,0,0,
45415,35529857,Lovely home with garden seconds from London Fields,9914700,Ollie,,Hackney,51.54228,-0.06315,Entire home/apt,100,3,3,8/25/2019,0.11,1,0,0,
45500,35581801,Lovely 2 Bed flat in N16,77446666,Karolina,,Hackney,51.56491,-0.0648,Entire home/apt,100,1,7,10/4/2019,0.38,5,0,0,
45728,35753123,Bright loft in Chelsea,3085700,Linn Emilie,,Kensington and Chelsea,51.49029,-0.18426,Entire home/apt,100,4,2,7/24/2019,0.07,1,0,0,
46398,36214080,"Light, airy, modern apartment in Zone 1 Central",2119404,James,,Hackney,51.53357,-0.09343,Entire home/apt,100,3,20,3/8/2020,1.08,1,0,0,
44645,34935022,"Smart, Georgian house in Stoke Newington",5226980,Jemma,,Hackney,51.56149,-0.08429,Entire home/apt,100,7,5,9/14/2019,0.19,1,0,0,
46683,36389013,Lovely apartment on a quiet street near Hyde Park,177302424,Nicole,,Kensington and Chelsea,51.50465,-0.19248,Entire home/apt,100,4,3,8/30/2019,0.12,1,0,0,
47028,36630763,1 bedroom flat by Dalston station with balcony,9116978,Rosie,,Hackney,51.54583,-0.07374,Entire home/apt,100,7,9,12/29/2019,0.38,1,6,0,
47888,37199971,Beautiful two bedroom balcony flat in Haggerston,14654560,Lauren,,Hackney,51.53676,-0.07734,Entire home/apt,100,3,1,9/15/2019,0.04,1,0,0,
48006,37280982,Compact Cosy Flat For 1 In Earl's Court!,280661955,Deborah,,Kensington and Chelsea,51.49059,-0.19873,Entire home/apt,100,5,0,,,1,87,0,
48474,37581721,Stunning loft in premium street ZONE 1,228928499,Beatrix,,Kensington and Chelsea,51.49532,-0.18692,Entire home/apt,100,4,22,9/30/2020,0.98,121,92,2,
48774,37823443,100 sqm luxury maisonette apartment with rooftop,271043134,Alex,,Kensington and Chelsea,51.4915,-0.18596,Entire home/apt,100,3,0,,,2,0,0,
49473,38284218,Cozy flat in near Shoreditch,37170393,Tarek,,Hackney,51.53012,-0.08995,Entire home/apt,100,2,0,,,1,9,0,
46987,36592844,Cool flat for a couple minutes from Portobello Rd.,13987588,Simon,,Kensington and Chelsea,51.52005,-0.213,Entire home/apt,100,5,33,9/5/2021,1.3,1,66,11,
49803,38534015,The Rennie Rose - Unique Off-Grid Canal Boat,5151845,Matthew,,Hackney,51.53517,-0.06833,Entire home/apt,100,2,6,12/27/2019,0.26,1,0,0,
44221,34592734,Spacious 1 bed flat in the heart of East London,20578627,Ali,,Hackney,51.5521,-0.07423,Entire home/apt,100,5,47,1/27/2020,1.69,1,53,7,
44101,34491809,At home far from home,54635402,Claudia,,Hackney,51.56049,-0.0754,Entire home/apt,100,3,20,8/20/2021,0.75,1,262,7,
39193,30387245,Beautiful & Modern Two Bed Apartment,228183118,Nikhil,,Kensington and Chelsea,51.49654,-0.20531,Entire home/apt,100,2,1,1/26/2019,0.03,1,0,0,
39453,30536007,"Studio, lights, action",228644391,Pietro,,Kensington and Chelsea,51.48875,-0.17997,Entire home/apt,100,7,0,,,1,0,0,
39866,30947535,Stunning rustic 1 double bed flat with a garden.,231245171,Amye,,Kensington and Chelsea,51.52083,-0.22792,Entire home/apt,100,2,28,12/6/2019,0.89,1,0,0,
39920,31007531,Cosy 1 bedroom flat hackney,231116076,Seye,,Hackney,51.5531,-0.04475,Private room,100,1,0,,,1,179,0,
39955,31027055,Light-filled converted warehouse,3512961,Nadia,,Hackney,51.54064,-0.07487,Entire home/apt,100,7,3,12/28/2020,0.11,1,0,1,
40071,31140626,Light & Contemporary Chelsea flat,24393534,Lucy,,Kensington and Chelsea,51.48604,-0.18788,Entire home/apt,100,2,25,9/6/2021,0.9,1,58,4,
44141,34526539,Cosy one bed flat in trendy Hackney,15169234,Rachel,,Hackney,51.5526,-0.05631,Entire home/apt,100,2,1,6/8/2019,0.04,1,83,0,
40580,31594046,Bright and airy room in the heart of Homerton,5362648,Scarlet,,Hackney,51.55015,-0.04059,Private room,100,1,0,,,1,365,0,
41454,32344474,Spacious/Modern flat in beautiful Kensington,18721545,Michael,,Kensington and Chelsea,51.50008,-0.18953,Entire home/apt,100,2,11,12/26/2019,0.36,1,0,0,
41558,32426526,Central London serviced apartment,243544008,Edmar,,Kensington and Chelsea,51.49211,-0.19384,Entire home/apt,100,1,6,6/27/2019,0.21,1,90,0,
42100,32842892,Earls Court Apartment- 3 beds - Sleeps up to 5,209492218,Chris,,Kensington and Chelsea,51.49309,-0.19555,Entire home/apt,100,1,1,3/10/2019,0.03,6,0,0,
42504,33189445,Spacious East London flat right on Regents Canal,2754420,Duncan,,Hackney,51.53806,-0.07793,Entire home/apt,100,3,5,4/22/2019,0.17,2,0,0,
43206,33739660,★WOW★ South Kensington: Private bath/100MB WiFi/TV,106006237,Ash,,Kensington and Chelsea,51.49688,-0.18437,Private room,100,4,11,7/2/2019,0.38,2,0,0,
43492,33992695,Bright Designer 2 bedroom flat East London Hackney,5702883,Gillian,,Hackney,51.55773,-0.05539,Entire home/apt,100,2,16,9/26/2019,0.61,2,332,4,
41062,32006884,Sparkling & Modern 1 bed flat near Bethnal Green,239969629,Jenny,,Hackney,51.55208,-0.03022,Hotel room,100,2,0,,,1,0,0,
4415,4713410,Large 1 bedroom apt Stoke Newington,8099925,Ellen,,Hackney,51.55862,-0.06821,Entire home/apt,100,3,0,,,1,0,0,
70606,52159481,Nice studio near earls court station,153229519,Wyllian,,Kensington and Chelsea,51.49278905,-0.193417538,Entire home/apt,100,3,0,,,21,343,0,
4394,4698057,DESIGN PAD (1-6 PPL) IN HIP DALSTON,3499165,Deepak,,Hackney,51.54848,-0.06497,Entire home/apt,100,3,0,,,1,0,0,
4402,4703250,Lovely 1 bed flat in Hackney,24312870,Anna,,Hackney,51.55127,-0.05361,Entire home/apt,100,1,0,,,1,0,0,
650,478627,Cute flat with balcony in Dalston,12363863,Claudia,,Hackney,51.54593,-0.06961,Private room,100,3,103,10/21/2014,0.92,1,304,0,
1682,1277797,STYLISH QUIET - 1 BED OLD ST / SHOREDITCH,6618272,Ruth,,Hackney,51.53111,-0.09215,Entire home/apt,100,2,48,10/1/2018,0.57,1,0,0,
178,234776,Double Room in Lux Flat Kensington,1204138,Adam,,Kensington and Chelsea,51.49046,-0.19767,Private room,100,2,221,12/17/2019,2.4,2,365,0,
724,518364,4 db rooms – 10 min wal to Olympics,2551676,Jane,,Hackney,51.55239,-0.03935,Private room,100,7,0,,,1,0,0,
1641,1230313,"Gorgeous 1 bed flat, London Fields",6710539,Daniele,,Hackney,51.54425,-0.0598,Entire home/apt,100,5,22,4/18/2021,0.22,1,316,2,
1519,1105900,"Trellick Tower, Portobello Rd.",6072254,Eva,,Kensington and Chelsea,51.52345,-0.20784,Private room,100,1,0,,,1,0,0,
877,576513,shared double room in flat,2779109,Nicholas,,Hackney,51.54344,-0.04476,Private room,100,1,0,,,1,365,0,
891,583597,1 Bed Notting Hill during Olympics,2875995,Haroun,,Kensington and Chelsea,51.50926,-0.19391,Private room,100,7,0,,,1,0,0,
3278,3498228,stylish contemporary oasis hackney,5490133,Stephanie,,Hackney,51.56077,-0.06006,Entire home/apt,100,3,44,4/5/2019,0.68,1,251,2,
1464,1018624,Gorgeous family riverside apartment,5605663,Noah,,Hackney,51.56711,-0.05161,Entire home/apt,100,5,13,8/7/2013,0.13,1,262,1,
966,602461,Outstanding location Kensington,2980956,Nava,,Kensington and Chelsea,51.50509,-0.19373,Entire home/apt,100,5,231,3/9/2020,2.15,2,121,0,
1016,619890,2 bed split level flat in Stoke Newington,3071671,Una,,Hackney,51.56051,-0.08439,Entire home/apt,100,2,2,8/29/2016,0.03,1,0,0,
3118,3342409,Family home in Hackney London,16782777,Orit,,Hackney,51.55316,-0.06781,Entire home/apt,100,7,0,,,1,0,0,
3086,3302733,Chelsea Exceptional Location,16678948,Jon,,Kensington and Chelsea,51.48969,-0.16877,Private room,100,7,1,7/27/2014,0.01,1,0,0,
2424,2238846,Beautiful Georgian 2BD Apt Dalston/Shoreditch,1831042,Emma And David,,Hackney,51.54407,-0.07937,Entire home/apt,100,14,3,9/17/2016,0.03,1,0,0,
2389,2181745,Sweet 2 bed in the heart of Hackney,11076235,Orphea,,Hackney,51.54568,-0.04034,Entire home/apt,100,1,4,2/6/2019,0.04,1,0,0,
4082,4381478,Shoreditch central London apartment,1309787,Jamie,,Hackney,51.52614,-0.08067,Entire home/apt,100,2,0,,,1,0,0,
2173,1916940,Double bedroom in Notting Hill,5588124,Maria Teresa,,Kensington and Chelsea,51.51053,-0.19629,Private room,100,2,10,9/20/2017,0.11,2,0,0,
2005,1698947,"Big, bright, quiet in hip location",8946958,Lisa,,Hackney,51.53962,-0.06894,Entire home/apt,100,7,11,7/31/2018,0.11,1,0,0,
2228,1982733,"One bedroom flat, Ladbroke Grove",10230655,Freya,,Kensington and Chelsea,51.52023,-0.21198,Entire home/apt,100,10,9,9/21/2015,0.13,1,0,0,
2079,1792155,"Trendy, real london experience",9324480,Jinina,,Hackney,51.56338,-0.05925,Entire home/apt,100,3,6,8/15/2015,0.08,1,253,0,
